"Answer using only one word - billiard ball or radish and not croquet ball, which is more similar to croquet ball in terms of size?",Radish
"Answer using only one word - croquet ball or medicine ball and not pea, which is more similar to pea in terms of size?",Croquet ball
"Answer using only one word - croquet ball or grape and not medicine ball, which is more similar to medicine ball in terms of size?",Grape
"Answer using only one word - lemon or hocky ball and not wiffle ball, which is more similar to wiffle ball in terms of size?",Hocky ball
"Answer using only one word - walnut or cantaloupe and not bowling ball, which is more similar to bowling ball in terms of size?",cantaloupe
"Answer using only one word - wiffle ball or lemon and not tennis ball, which is more similar to tennis ball in terms of size?",wiffle ball
"Answer using only one word - blueberry or onion and not cantaloupe, which is more similar to cantaloupe in terms of size?",Blueberry
"Answer using only one word - grape or orange and not volleyball, which is more similar to volleyball in terms of size?",grape
"Answer using only one word - crab apple or kiwi and not billiard ball, which is more similar to billiard ball in terms of size?",crab apple
"Answer using only one word - cantaloupe or grape and not yoga ball, which is more similar to yoga ball in terms of size?",grape
"Answer using only one word - rubber ball or clementine and not bowling ball, which is more similar to bowling ball in terms of size?",clementine
"Answer using only one word - medicine ball or basketball and not kiwi, which is more similar to kiwi in terms of size?",medicine ball
"Answer using only one word - brussel sprout or softball and not lime, which is more similar to lime in terms of size?",Brussel sprout
"Answer using only one word - blueberry or medicine ball and not kiwi, which is more similar to kiwi in terms of size?",Blueberry
"Answer using only one word - crab apple or basketball and not soccer ball, which is more similar to soccer ball in terms of size?",Crab apple
"Answer using only one word - lime or pingpong ball and not cantaloupe, which is more similar to cantaloupe in terms of size?",Lime
"Answer using only one word - peach or hocky ball and not brussel sprout, which is more similar to brussel sprout in terms of size?",peach
"Answer using only one word - clementine or beach ball and not volleyball, which is more similar to volleyball in terms of size?",beach ball
"Answer using only one word - pingpong ball or billiard ball and not yoga ball, which is more similar to yoga ball in terms of size?",pingpong
"Answer using only one word - soccer ball or crab apple and not blueberry, which is more similar to blueberry in terms of size?",Soccer ball
"Answer using only one word - plum or lime and not crab apple, which is more similar to crab apple in terms of size?",plum
"Answer using only one word - lemon or Granny Smith apple and not plum, which is more similar to plum in terms of size?",Lemon
"Answer using only one word - hocky ball or soccer ball and not tennis ball, which is more similar to tennis ball in terms of size?",soccer ball
"Answer using only one word - Granny Smith apple or orange and not pingpong ball, which is more similar to pingpong ball in terms of size?",apple
"Answer using only one word - walnut or olive and not bowling ball, which is more similar to bowling ball in terms of size?",Walnut
"Answer using only one word - Granny Smith apple or globe and not squash ball, which is more similar to squash ball in terms of size?",apple
"Answer using only one word - pea or rubber ball and not soccer ball, which is more similar to soccer ball in terms of size?",pea
"Answer using only one word - blueberry or MacIntosh apple and not plum, which is more similar to plum in terms of size?",blueberry
"Answer using only one word - radish or Granny Smith apple and not golfball, which is more similar to golfball in terms of size?",Radish
"Answer using only one word - tomato or grape and not pea, which is more similar to pea in terms of size?",tomato
"Answer using only one word - squash ball or radish and not cherry, which is more similar to cherry in terms of size?",Radish
"Answer using only one word - tomato or squash ball and not crab apple, which is more similar to crab apple in terms of size?",Tomato
"Answer using only one word - soccer ball or billiard ball and not squash ball, which is more similar to squash ball in terms of size?",soccer ball
"Answer using only one word - yoga ball or crab apple and not peach, which is more similar to peach in terms of size?",crab apple
"Answer using only one word - grape or tennis ball and not olive, which is more similar to olive in terms of size?",grape
"Answer using only one word - golfball or lime and not Granny Smith apple, which is more similar to Granny Smith apple in terms of size?",Lime
"Answer using only one word - orange or beach ball and not basketball, which is more similar to basketball in terms of size?",orange
"Answer using only one word - orange or kiwi and not bowling ball, which is more similar to bowling ball in terms of size?",Kiwi
"Answer using only one word - peach or marble and not baseball, which is more similar to baseball in terms of size?",Marble
"Answer using only one word - lemon or peach and not tennis ball, which is more similar to tennis ball in terms of size?",lemon
"Answer using only one word - cantaloupe or cherry and not peach, which is more similar to peach in terms of size?",Cherry
"Answer using only one word - crab apple or croquet ball and not orange, which is more similar to orange in terms of size?",crab apple
"Answer using only one word - walnut or blueberry and not pea, which is more similar to pea in terms of size?",Walnut
"Answer using only one word - yoga ball or wiffle ball and not radish, which is more similar to radish in terms of size?",Ball
"Answer using only one word - lime or croquet ball and not globe, which is more similar to globe in terms of size?",croquet ball
"Answer using only one word - onion or wiffle ball and not cantaloupe, which is more similar to cantaloupe in terms of size?",onion
"Answer using only one word - softball or lime and not pumpkin, which is more similar to pumpkin in terms of size?",Lime
"Answer using only one word - lime or clementine and not grape, which is more similar to grape in terms of size?",clementine
"Answer using only one word - lime or walnut and not baseball, which is more similar to baseball in terms of size?",Lime
"Answer using only one word - olive or golfball and not brussel sprout, which is more similar to brussel sprout in terms of size?",olive
"Answer using only one word - yoga ball or kiwi and not medicine ball, which is more similar to medicine ball in terms of size?",Yoga ball
"Answer using only one word - tennis ball or softball and not marble, which is more similar to marble in terms of size?",Tennis ball
"Answer using only one word - hocky ball or yoga ball and not nectarine, which is more similar to nectarine in terms of size?",Yoga ball
"Answer using only one word - grape or tomato and not billiard ball, which is more similar to billiard ball in terms of size?",grape
"Answer using only one word - squash ball or beach ball and not pingpong ball, which is more similar to pingpong ball in terms of size?",Squash ball
"Answer using only one word - radish or orange and not olive, which is more similar to olive in terms of size?",radish
"Answer using only one word - globe or croquet ball and not onion, which is more similar to onion in terms of size?",globe
"Answer using only one word - croquet ball or softball and not pumpkin, which is more similar to pumpkin in terms of size?",softball
"Answer using only one word - pingpong ball or plum and not clementine, which is more similar to clementine in terms of size?",Pingpong ball
"Answer using only one word - MacIntosh apple or lime and not peach, which is more similar to peach in terms of size?",Apple
"Answer using only one word - cherry or tennis ball and not grapefruit, which is more similar to grapefruit in terms of size?",cherry
"Answer using only one word - croquet ball or marble and not tennis ball, which is more similar to tennis ball in terms of size?",marble
"Answer using only one word - soccer ball or marble and not beach ball, which is more similar to beach ball in terms of size?",soccer ball
"Answer using only one word - tomato or cantaloupe and not peach, which is more similar to peach in terms of size?",Tomato
"Answer using only one word - beach ball or super ball and not clementine, which is more similar to clementine in terms of size?",super ball
"Answer using only one word - yoga ball or walnut and not beach ball, which is more similar to beach ball in terms of size?",Walnut
"Answer using only one word - billiard ball or clementine and not squash ball, which is more similar to squash ball in terms of size?",Clementine
"Answer using only one word - soccer ball or baseball and not beach ball, which is more similar to beach ball in terms of size?",soccer ball
"Answer using only one word - cherry or peach and not grape, which is more similar to grape in terms of size?",cherry
"Answer using only one word - Granny Smith apple or MacIntosh apple and not pumpkin, which is more similar to pumpkin in terms of size?",Granny Smith apple
"Answer using only one word - volleyball or lemon and not Granny Smith apple, which is more similar to Granny Smith apple in terms of size?",Volleyball
"Answer using only one word - softball or beach ball and not rubber ball, which is more similar to rubber ball in terms of size?",softball
"Answer using only one word - clementine or pingpong ball and not beach ball, which is more similar to beach ball in terms of size?",Clementine
"Answer using only one word - lime or plum and not grape, which is more similar to grape in terms of size?",plum
"Answer using only one word - wiffle ball or squash ball and not walnut, which is more similar to walnut in terms of size?",Squash ball
"Answer using only one word - orange or grapefruit and not marble, which is more similar to marble in terms of size?",orange
"Answer using only one word - wiffle ball or softball and not pea, which is more similar to pea in terms of size?",Wiffle ball
"Answer using only one word - crab apple or softball and not watermelon, which is more similar to watermelon in terms of size?",Softball
"Answer using only one word - pumpkin or golfball and not medicine ball, which is more similar to medicine ball in terms of size?",pumpkin
"Answer using only one word - onion or hocky ball and not clementine, which is more similar to clementine in terms of size?",onion
"Answer using only one word - yoga ball or clementine and not marble, which is more similar to marble in terms of size?",yoga ball
"Answer using only one word - baseball or kiwi and not super ball, which is more similar to super ball in terms of size?",baseball
"Answer using only one word - super ball or walnut and not brussel sprout, which is more similar to brussel sprout in terms of size?",walnut
"Answer using only one word - billiard ball or tennis ball and not golfball, which is more similar to golfball in terms of size?",billiard ball
"Answer using only one word - cherry or wiffle ball and not softball, which is more similar to softball in terms of size?",wiffle
"Answer using only one word - volleyball or basketball and not kiwi, which is more similar to kiwi in terms of size?",volleyball
"Answer using only one word - pingpong ball or cherry and not lemon, which is more similar to lemon in terms of size?",Cherry
"Answer using only one word - olive or nectarine and not globe, which is more similar to globe in terms of size?",nectarine
"Answer using only one word - pingpong ball or wiffle ball and not pumpkin, which is more similar to pumpkin in terms of size?",wiffle ball
"Answer using only one word - croquet ball or brussel sprout and not blueberry, which is more similar to blueberry in terms of size?",Croquet ball
"Answer using only one word - kiwi or onion and not golfball, which is more similar to golfball in terms of size?",Kiwi
"Answer using only one word - beach ball or softball and not cherry, which is more similar to cherry in terms of size?",Beach ball
"Answer using only one word - hocky ball or peach and not volleyball, which is more similar to volleyball in terms of size?",Peach
"Answer using only one word - lemon or watermelon and not blueberry, which is more similar to blueberry in terms of size?",Lemon
"Answer using only one word - blueberry or cantaloupe and not super ball, which is more similar to super ball in terms of size?",Blueberry
"Answer using only one word - marble or squash ball and not MacIntosh apple, which is more similar to MacIntosh apple in terms of size?",Marble
"Answer using only one word - softball or billiard ball and not rubber ball, which is more similar to rubber ball in terms of size?",billiard ball
"Answer using only one word - brussel sprout or wiffle ball and not walnut, which is more similar to walnut in terms of size?",brussel sprout
"Answer using only one word - medicine ball or pea and not Granny Smith apple, which is more similar to Granny Smith apple in terms of size?",medicine ball
"Answer using only one word - bowling ball or lemon and not crab apple, which is more similar to crab apple in terms of size?",Lemon
"Answer using only one word - kiwi or pea and not crab apple, which is more similar to crab apple in terms of size?",Kiwi
"Answer using only one word - hocky ball or beach ball and not onion, which is more similar to onion in terms of size?",Beach ball
"Answer using only one word - pumpkin or pingpong ball and not lime, which is more similar to lime in terms of size?",pumpkin
"Answer using only one word - beach ball or watermelon and not tomato, which is more similar to tomato in terms of size?",Watermelon
"Answer using only one word - Granny Smith apple or squash ball and not clementine, which is more similar to clementine in terms of size?",Apple
"Answer using only one word - pumpkin or basketball and not bowling ball, which is more similar to bowling ball in terms of size?",Pumpkin
"Answer using only one word - yoga ball or grape and not nectarine, which is more similar to nectarine in terms of size?",grape
"Answer using only one word - lemon or MacIntosh apple and not tomato, which is more similar to tomato in terms of size?",MacIntosh
"Answer using only one word - beach ball or golfball and not MacIntosh apple, which is more similar to MacIntosh apple in terms of size?",Golfball
"Answer using only one word - cherry or plum and not grape, which is more similar to grape in terms of size?",plum
"Answer using only one word - cantaloupe or softball and not cherry, which is more similar to cherry in terms of size?",cantaloupe
"Answer using only one word - billiard ball or plum and not rubber ball, which is more similar to rubber ball in terms of size?",plum
"Answer using only one word - lime or bowling ball and not grape, which is more similar to grape in terms of size?",bowling ball
"Answer using only one word - volleyball or tomato and not walnut, which is more similar to walnut in terms of size?",Tomato
"Answer using only one word - marble or Granny Smith apple and not kiwi, which is more similar to kiwi in terms of size?",Apple
"Answer using only one word - pingpong ball or brussel sprout and not pumpkin, which is more similar to pumpkin in terms of size?",Pingpong ball
"Answer using only one word - crab apple or billiard ball and not orange, which is more similar to orange in terms of size?",crab apple
"Answer using only one word - pumpkin or olive and not cantaloupe, which is more similar to cantaloupe in terms of size?",pumpkin
"Answer using only one word - beach ball or plum and not soccer ball, which is more similar to soccer ball in terms of size?",beach
"Answer using only one word - lemon or golfball and not pea, which is more similar to pea in terms of size?",Lemon
"Answer using only one word - Granny Smith apple or tomato and not squash ball, which is more similar to squash ball in terms of size?",apple
"Answer using only one word - tennis ball or yoga ball and not orange, which is more similar to orange in terms of size?",Yoga ball
"Answer using only one word - radish or pingpong ball and not hocky ball, which is more similar to hocky ball in terms of size?",Radish
"Answer using only one word - MacIntosh apple or basketball and not pea, which is more similar to pea in terms of size?",MacIntosh
"Answer using only one word - nectarine or radish and not globe, which is more similar to globe in terms of size?",nectarine
"Answer using only one word - tomato or cantaloupe and not beach ball, which is more similar to beach ball in terms of size?",Tomato
"Answer using only one word - globe or marble and not nectarine, which is more similar to nectarine in terms of size?",marble
"Answer using only one word - Granny Smith apple or hocky ball and not rubber ball, which is more similar to rubber ball in terms of size?",apple
"Answer using only one word - tennis ball or grape and not volleyball, which is more similar to volleyball in terms of size?",Tennis ball
"Answer using only one word - lemon or grapefruit and not cherry, which is more similar to cherry in terms of size?",lemon
"Answer using only one word - lemon or globe and not tomato, which is more similar to tomato in terms of size?",Globe
"Answer using only one word - basketball or brussel sprout and not crab apple, which is more similar to crab apple in terms of size?",basketball
"Answer using only one word - onion or wiffle ball and not medicine ball, which is more similar to medicine ball in terms of size?",onion
"Answer using only one word - wiffle ball or yoga ball and not clementine, which is more similar to clementine in terms of size?",Wiffle ball
"Answer using only one word - MacIntosh apple or tennis ball and not medicine ball, which is more similar to medicine ball in terms of size?",MacIntosh apple
"Answer using only one word - billiard ball or crab apple and not tomato, which is more similar to tomato in terms of size?",crab apple
"Answer using only one word - watermelon or plum and not orange, which is more similar to orange in terms of size?",Plum
"Answer using only one word - rubber ball or kiwi and not radish, which is more similar to radish in terms of size?",Kiwi
"Answer using only one word - billiard ball or soccer ball and not globe, which is more similar to globe in terms of size?",billiard ball
"Answer using only one word - billiard ball or cherry and not baseball, which is more similar to baseball in terms of size?",cherry
"Answer using only one word - cantaloupe or globe and not nectarine, which is more similar to nectarine in terms of size?",cantaloupe
"Answer using only one word - hocky ball or plum and not bowling ball, which is more similar to bowling ball in terms of size?",Hockey ball
"Answer using only one word - olive or plum and not radish, which is more similar to radish in terms of size?",plum
"Answer using only one word - marble or crab apple and not peach, which is more similar to peach in terms of size?",marble
"Answer using only one word - MacIntosh apple or grapefruit and not wiffle ball, which is more similar to wiffle ball in terms of size?",MacIntosh
"Answer using only one word - golfball or globe and not rubber ball, which is more similar to rubber ball in terms of size?",golfball
"Answer using only one word - plum or billiard ball and not kiwi, which is more similar to kiwi in terms of size?",plum
"Answer using only one word - orange or yoga ball and not medicine ball, which is more similar to medicine ball in terms of size?",orange
"Answer using only one word - bowling ball or baseball and not radish, which is more similar to radish in terms of size?",bowling ball
"Answer using only one word - walnut or kiwi and not golfball, which is more similar to golfball in terms of size?",Walnut
"Answer using only one word - clementine or marble and not golfball, which is more similar to golfball in terms of size?",Clementine
"Answer using only one word - softball or basketball and not plum, which is more similar to plum in terms of size?",softball
"Answer using only one word - kiwi or nectarine and not bowling ball, which is more similar to bowling ball in terms of size?",kiwi
"Answer using only one word - pingpong ball or wiffle ball and not basketball, which is more similar to basketball in terms of size?",Pingpong ball
"Answer using only one word - tennis ball or Granny Smith apple and not volleyball, which is more similar to volleyball in terms of size?",Tennis ball
"Answer using only one word - croquet ball or hocky ball and not super ball, which is more similar to super ball in terms of size?",croquet ball
"Answer using only one word - plum or lime and not kiwi, which is more similar to kiwi in terms of size?",Plum
"Answer using only one word - wiffle ball or blueberry and not crab apple, which is more similar to crab apple in terms of size?",Blueberry
"Answer using only one word - beach ball or cantaloupe and not billiard ball, which is more similar to billiard ball in terms of size?",beach ball
"Answer using only one word - medicine ball or tennis ball and not croquet ball, which is more similar to croquet ball in terms of size?",Tennis ball
"Answer using only one word - clementine or soccer ball and not orange, which is more similar to orange in terms of size?",Clementine
"Answer using only one word - grape or squash ball and not croquet ball, which is more similar to croquet ball in terms of size?",grape
"Answer using only one word - radish or wiffle ball and not lime, which is more similar to lime in terms of size?",Radish
"Answer using only one word - marble or beach ball and not lemon, which is more similar to lemon in terms of size?",beach ball
"Answer using only one word - Granny Smith apple or beach ball and not globe, which is more similar to globe in terms of size?",apple
"Answer using only one word - lemon or blueberry and not medicine ball, which is more similar to medicine ball in terms of size?",Lemon
"Answer using only one word - bowling ball or peach and not rubber ball, which is more similar to rubber ball in terms of size?",Peach
"Answer using only one word - croquet ball or hocky ball and not marble, which is more similar to marble in terms of size?",croquet ball
"Answer using only one word - beach ball or plum and not softball, which is more similar to softball in terms of size?",beach ball
"Answer using only one word - lemon or beach ball and not baseball, which is more similar to baseball in terms of size?",lemon
"Answer using only one word - hocky ball or wiffle ball and not peach, which is more similar to peach in terms of size?",Wiffle ball
"Answer using only one word - lime or globe and not nectarine, which is more similar to nectarine in terms of size?",lime
"Answer using only one word - grapefruit or watermelon and not walnut, which is more similar to walnut in terms of size?",grapefruit
"Answer using only one word - softball or globe and not croquet ball, which is more similar to croquet ball in terms of size?",softball
"Answer using only one word - clementine or tomato and not softball, which is more similar to softball in terms of size?",Clementine
"Answer using only one word - blueberry or peach and not super ball, which is more similar to super ball in terms of size?",Blueberry
"Answer using only one word - wiffle ball or plum and not grape, which is more similar to grape in terms of size?",plum
"Answer using only one word - volleyball or cherry and not MacIntosh apple, which is more similar to MacIntosh apple in terms of size?",volleyball
"Answer using only one word - brussel sprout or pumpkin and not lime, which is more similar to lime in terms of size?",pumpkin
"Answer using only one word - grapefruit or rubber ball and not grape, which is more similar to grape in terms of size?",Grapefruit
"Answer using only one word - radish or billiard ball and not baseball, which is more similar to baseball in terms of size?",Radish
"Answer using only one word - bowling ball or peach and not brussel sprout, which is more similar to brussel sprout in terms of size?",peach
"Answer using only one word - croquet ball or radish and not baseball, which is more similar to baseball in terms of size?",Radish
"Answer using only one word - grape or croquet ball and not cherry, which is more similar to cherry in terms of size?",grape
"Answer using only one word - basketball or grape and not Granny Smith apple, which is more similar to Granny Smith apple in terms of size?",grape
"Answer using only one word - orange or hocky ball and not tomato, which is more similar to tomato in terms of size?",Hocky ball
"Answer using only one word - blueberry or bowling ball and not globe, which is more similar to globe in terms of size?",Blueberry
"Answer using only one word - squash ball or onion and not tomato, which is more similar to tomato in terms of size?",squash
"Answer using only one word - kiwi or brussel sprout and not onion, which is more similar to onion in terms of size?",Kiwi
"Answer using only one word - medicine ball or golfball and not clementine, which is more similar to clementine in terms of size?",Clementine
"Answer using only one word - MacIntosh apple or nectarine and not cherry, which is more similar to cherry in terms of size?",Nectarine
"Answer using only one word - crab apple or plum and not hocky ball, which is more similar to hocky ball in terms of size?",crab apple
"Answer using only one word - hocky ball or nectarine and not cantaloupe, which is more similar to cantaloupe in terms of size?",nectarine
"Answer using only one word - grapefruit or lime and not beach ball, which is more similar to beach ball in terms of size?",Grapefruit
"Answer using only one word - billiard ball or kiwi and not lime, which is more similar to lime in terms of size?",kiwi
"Answer using only one word - lemon or watermelon and not grape, which is more similar to grape in terms of size?",watermelon
"Answer using only one word - lime or lemon and not olive, which is more similar to olive in terms of size?",lemon
"Answer using only one word - super ball or billiard ball and not lime, which is more similar to lime in terms of size?",ball
"Answer using only one word - walnut or MacIntosh apple and not tennis ball, which is more similar to tennis ball in terms of size?",walnut
"Answer using only one word - pumpkin or golfball and not tennis ball, which is more similar to tennis ball in terms of size?",golfball
"Answer using only one word - marble or lime and not onion, which is more similar to onion in terms of size?",marble
"Answer using only one word - pea or clementine and not croquet ball, which is more similar to croquet ball in terms of size?",Clementine
"Answer using only one word - clementine or yoga ball and not blueberry, which is more similar to blueberry in terms of size?",Clementine
"Answer using only one word - walnut or rubber ball and not crab apple, which is more similar to crab apple in terms of size?",walnut
"Answer using only one word - brussel sprout or golfball and not grape, which is more similar to grape in terms of size?",golfball
"Answer using only one word - beach ball or olive and not croquet ball, which is more similar to croquet ball in terms of size?",beach ball
"Answer using only one word - MacIntosh apple or beach ball and not billiard ball, which is more similar to billiard ball in terms of size?",MacIntosh
"Answer using only one word - lime or marble and not blueberry, which is more similar to blueberry in terms of size?",Marble
"Answer using only one word - yoga ball or rubber ball and not brussel sprout, which is more similar to brussel sprout in terms of size?",rubber ball
"Answer using only one word - baseball or globe and not clementine, which is more similar to clementine in terms of size?",baseball
"Answer using only one word - yoga ball or soccer ball and not lime, which is more similar to lime in terms of size?",Basketball
"Answer using only one word - tomato or pumpkin and not orange, which is more similar to orange in terms of size?",pumpkin
"Answer using only one word - basketball or radish and not globe, which is more similar to globe in terms of size?",basketball
"Answer using only one word - crab apple or globe and not kiwi, which is more similar to kiwi in terms of size?",globes
"Answer using only one word - cantaloupe or peach and not Granny Smith apple, which is more similar to Granny Smith apple in terms of size?",Cantaloupe
"Answer using only one word - cantaloupe or super ball and not radish, which is more similar to radish in terms of size?",cantaloupe
"Answer using only one word - watermelon or peach and not volleyball, which is more similar to volleyball in terms of size?",Watermelon
"Answer using only one word - plum or super ball and not basketball, which is more similar to basketball in terms of size?",plum
"Answer using only one word - radish or pingpong ball and not olive, which is more similar to olive in terms of size?",Radish
"Answer using only one word - rubber ball or clementine and not tennis ball, which is more similar to tennis ball in terms of size?",Clementine
"Answer using only one word - soccer ball or hocky ball and not pingpong ball, which is more similar to pingpong ball in terms of size?",soccer ball
"Answer using only one word - rubber ball or Granny Smith apple and not medicine ball, which is more similar to medicine ball in terms of size?",Rubber ball
"Answer using only one word - plum or marble and not lemon, which is more similar to lemon in terms of size?",plum
"Answer using only one word - nectarine or clementine and not golfball, which is more similar to golfball in terms of size?",nectarine
"Answer using only one word - orange or cantaloupe and not plum, which is more similar to plum in terms of size?",Orange
"Answer using only one word - plum or grapefruit and not lime, which is more similar to lime in terms of size?",grapefruit
"Answer using only one word - volleyball or tennis ball and not olive, which is more similar to olive in terms of size?",volleyball
"Answer using only one word - watermelon or bowling ball and not pea, which is more similar to pea in terms of size?",watermelon
"Answer using only one word - medicine ball or wiffle ball and not volleyball, which is more similar to volleyball in terms of size?",medicine ball
